Tech ID,Title,Lic. Manager,NCS Author,Lead Inventor,Status,Disclosure Date,Upload to Tech Publisher,Inventor Assign Date,Lic. Manager Assign Date,Public Disclosure Date,Project,Created Date,Updated Date,Last Related Update,Archive Date,Division/Department,Owners,Account Numbers,Alternate Title,Categories,Comments,Distributed,Grants/Awards,Holdback,Interests,Invention ID,Inventors,IP Manager,NCS Date,NCS Status
19-T-006,In vitro assay to select optimal small RNA guides to redirect ADAR (Adenosine Deamninase that Acts on RNA) enzymes.,"Juggernauth, Anne",,Josh Rosenthal,Seeking Licensees,12/11/2018,No,,1/9/2019,,,1/9/2019,1/24/2022,1/24/2022,,Marine Biological Laboratory,,,,Therapeutics,,0,,0,Therapeutics - Biologics,19-D-007,"Juan Diaz-Quiroz, Josh Rosenthal","Dembo, Anna",,
19-T-007,Nuclear localization of Site-Directed RNA editing system reduces off-target RNA edits,"Juggernauth, Anne",,Josh Rosenthal,Closed/Inactive,12/11/2018,No,,1/9/2019,,,1/9/2019,12/14/2021,12/14/2021,###############################################################################################################################################################################################################################################################,Marine Biological Laboratory,,, ,Therapeutics,,0,NS087726,0,Therapeutics - Biologics,19-D-008,Josh Rosenthal,"Peace, Shane",,
19-T-011,"Use of NCGC00117362, NCGC00117328, NCGC00117505, NCGC00117477 and NCGC00117166 for treatment of Cancer","Tennant, Thelma","Lissoos, Jacob",Ernst Lengyel,Closed/Inactive,1/16/2019,No,,1/24/2019,1/31/2019,,1/24/2019,3/3/2021,4/7/2022,,"Biological Sciences Division (BSD), Comprehensive Cancer Center, Obstetrics and Gynecology",,,NOVEL SMALL MOLECULES THAT INHIBIT METASTASIS AND INVASION IN HIGH-GRADE SERIOUS OVARIAN CANCER,Therapeutics,,0,"HTS Award, 545674 Liz Tilberis Early Career, CA111882",0,"Therapeutics - Oncology, Therapeutics - Oncology Solid Tumor",19-D-013,"Marc Ferrer, Hilary Ann Kenny, Ernst Lengyel, Min Shen","Dembo, Anna",10/3/2019,
19-T-012,Inhibition of Ataxin-2 for the treatment of demyelinating diseases,"Butler, Brittany",,Raymond Roos,Closed/Inactive,1/22/2019,No,,1/25/2019,1/25/2019,,1/25/2019,10/5/2020,3/30/2022,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Neurology",,, ,Therapeutics,,0,,0,,19-D-014,Raymond Roos,"Butler, Brittany",,
19-T-024,Engineering of collagen-binding modification enhanced the efficacy of anti-inflammatory agents,"Tennant, Thelma","Lissoos, Jacob",Jeffrey Hubbell,Exclusively Licensed,2/18/2019,No,,2/18/2019,,,2/19/2019,12/15/2021,8/1/2022,,"Comprehensive Cancer Center, Lab Jeffrey Hubbell 2-80376, Pritzker School of Molecular Engineering (PME)",,,Biologic Drug Delivery Platform for Targeted Treatment of Inflammatory Diseases,Therapeutics,,0,,0,,19-D-027,"Jeffrey Hubbell, Ako Ishihara, Jun Ishihara, Kiyomitsu Katsumata, Aslan Mansurov","Peace, Shane",3/31/2020,
19-T-025,Lactate-responsive drug release system and design of kinetically coordinated delivery of bipartite toxin for cancer treatment,"Tennant, Thelma",,Xiaoyang Wu,Combined with other Tech,2/20/2019,No,,2/20/2019,,,2/26/2019,4/20/2021,6/28/2022,,"Ben May Institute for Cancer Research, Biological Sciences Division (BSD), Comprehensive Cancer Center",,,,Therapeutics,,0,OD023700,0,,19-D-029,"Xiaoyang Wu, Jian Zhang","Hwang, Luke",,
19-T-042,Lactate-responsive drug release system and design of kinetically coordinated delivery of bipartite toxin for cancer treatment,"Tennant, Thelma","Hinton, Michael",Xiaoyang Wu,Negotiating License,3/26/2019,No,,3/26/2019,,,3/26/2019,10/12/2021,8/1/2022,,"Ben May Institute for Cancer Research, Biological Sciences Division (BSD), Comprehensive Cancer Center",,,,Therapeutics,,0,OD023700,0,"Therapeutics - Drug Delivery, Therapeutics - Drug Development Tool",19-D-047,"Xiaoyang Wu, Jian Zhang","Hwang, Luke",,In Progress
19-T-044,High concentration of serine protease inhibitor in pancreas digestion blend protects the structural integrity of isolated Langerhans islets,"Muite, Kevin",,Witold Kilarski,Awaiting Info from Inventors,4/4/2019,No,,4/10/2019,,,4/10/2019,11/10/2021,11/10/2021,###############################################################################################################################################################################################################################################################,Pritzker School of Molecular Engineering (PME),,, ,Therapeutics,,0,,0,,19-D-049,Witold Kilarski,"Peace, Shane",,
19-T-048,Adjuvanting tumor antigen using a polymeric glyco-adjuvant for the induction of anti-tumor immunity,"Tennant, Thelma","Hinton, Michael",Jeffrey Hubbell,Seeking Licensees,4/12/2019,Yes,,4/15/2019,,,4/15/2019,1/5/2022,8/12/2022,,"Comprehensive Cancer Center, Lab Jeffrey Hubbell 2-80376, Pritzker School of Molecular Engineering (PME)",,,Tumor-Specific Cancer Vaccine Adjuvant Formulation,Therapeutics,,0,,0,"Therapeutics - Oncology, Therapeutics - Vaccines",19-D-053,"Laura Gray, Jeffrey Hubbell, Tiffany Marchell, David Wilson","Peace, Shane",6/2/2021,Complete
19-T-050,Diels-Alder cycloadditions for the stabilization of peptide macrocycles and biologics,"Tennant, Thelma","Lissoos, Jacob",Raymond Moellering,Seeking Licensees,4/4/2019,Yes,,4/22/2019,4/10/2019,,4/22/2019,2/17/2022,8/1/2022,,"Chemistry, Comprehensive Cancer Center, Physical Sciences Division (PSD)",,,Novel Aqueous Chemical Stabilization Method for Proteins Based on the Diels-alder Reaction,Therapeutics,,0,"GM008720, GM128199, RSG-17-150-01-CDD",0,Therapeutics - New Chemical Entity,19-D-055,"Raymond Moellering, Jeffrey Montgomery","Hwang, Luke",6/28/2019,
19-T-052,Engineered collagen-binding serum albumin as a drug-conjugate carrier for cancer therapy,"Tennant, Thelma",,Jeffrey Hubbell,Exclusively Licensed,4/22/2019,No,,4/22/2019,,,4/22/2019,7/29/2021,8/16/2022,,"Comprehensive Cancer Center, Pritzker School of Molecular Engineering (PME)",,,,Therapeutics,,0,,0,,19-D-058,"Jeffrey Hubbell, Jun Ishihara, Koichi Sasaki","Peace, Shane",,
19-T-053,Use of BRD4 Inhibitors to Express Fetal and Embryonic Hemoglobins,"Muite, Kevin","Lissoos, Jacob",Lucy Godley,Seeking Licensees,4/17/2019,Yes,,4/22/2019,,,4/22/2019,2/18/2022,8/15/2022,,"Biological Sciences Division (BSD), Comprehensive Cancer Center, Hematology/Oncology, Medicine",,,Novel Use of a Bet Bromodomain Protein Inhibitor (JQ1) for the Treatment of Sickle Cell Anemia and Thalassemia,Therapeutics,,0,,0,"Therapeutics - Drug Repurposing, Therapeutics - Hematology, Therapeutics - Small Molecules",19-D-057,"John Cao, Lucy Godley, Amittha Wickrema","Dembo, Anna",10/3/2019,
19-T-054,Engineered Collagen-Binding Serum Albumin as a Polymeric Glyco-Adjuvant Carrier for Cancer Therapy,"Tennant, Thelma",,Jeffrey Hubbell,Exclusively Licensed,4/22/2019,No,,4/22/2019,,,4/22/2019,7/29/2021,7/26/2022,,"Comprehensive Cancer Center, Lab Jeffrey Hubbell 2-80376, Pritzker School of Molecular Engineering (PME)",,,,Therapeutics,,0,,0,,19-D-059,"Laura Gray, Jeffrey Hubbell","Peace, Shane",,
19-T-069,Synthetic chemical reagents to modulate and enhance antigen-specific T-cell response to vaccination and immunotherapy via Inflammasome activation,"Tennant, Thelma",,Aaron Esser-Kahn,Seeking Licensees,5/8/2019,No,,5/8/2019,,,5/8/2019,7/12/2022,7/18/2022,,Pritzker School of Molecular Engineering (PME),,,,Therapeutics,,0,AI124286,0,"Therapeutics - Immunology, Therapeutics – Immunooncology, Therapeutics - Immunotherapy",19-D-074,"Aaron Esser-Kahn, Saikat Manna","Sun, Han",,
19-T-070,Dual TLR agonist formulations and hybrid nano-materials for safer and amplified response to immunotherapy.,"Tennant, Thelma","Henderson, Katharine",Aaron Esser-Kahn,Seeking Licensees,5/8/2019,Yes,,5/8/2019,,,5/8/2019,2/18/2022,8/1/2022,,Pritzker School of Molecular Engineering (PME),,,Novel Nano-Formulation For Multi-TLR Agonists To Boost Immune Responses Against Solid Tumors,Therapeutics,,0,AI124286,0,"Therapeutics - Immunology, Therapeutics - Immunotherapy, Therapeutics - Infectious Disease, Therapeutics - Inflammatory, Therapeutics - Oncology",19-D-075,"Aaron Esser-Kahn, Saikat Manna","Sun, Han",3/2/2020,
19-T-074,Methylated Lasofoxifene Derivatives to Treat Estrogen-Dependent Diseases,"Tennant, Thelma",,Geoffrey Greene,Closed/Inactive,5/3/2019,No,,5/15/2019,,,5/15/2019,1/25/2022,1/25/2022,,"Ben May Institute for Cancer Research, Biological Sciences Division (BSD), Comprehensive Cancer Center",,,,Therapeutics,,0,,0,,19-D-079,"Sean Fanning, Geoffrey Greene, Ross Han, David Hosfield, Muriel Laine', Nan-Sheng Li, Estelle Ndukwe","Sun, Han",,
19-T-078,Targeting the immunosuppresive Rb-deficient tumor microenvironment using BET inhibition,"Tennant, Thelma",,Akash Patnaik,Closed/Inactive,5/13/2019,No,,5/20/2019,11/6/2018,,5/20/2019,1/25/2022,1/25/2022,,"Biological Sciences Division (BSD), Comprehensive Cancer Center, Hematology/Oncology, Medicine",,,,Therapeutics,,0,,0,,19-D-082,"Riyue Bao, Brian Olson, Akash Patnaik","Sun, Han",,
19-T-086,DNA-derivatized anti-cancer therapeutics,"Tennant, Thelma",,Lev Becker,Exclusively Licensed,5/24/2019,No,,5/24/2019,,,5/24/2019,12/10/2020,8/2/2022,,"Ben May Institute for Cancer Research, Biological Sciences Division (BSD), Chemistry, Comprehensive Cancer Center, Physical Sciences Division (PSD)",,, ,Therapeutics,,0,,0,,19-D-090,"Lev Becker, Kasturi Chakraborty, Chang Cui, Yamuna Krishnan","Sun, Han",,
19-T-090,Targeted nanomedicine in treating arteriovenous fistula (AVF) failure,"Tennant, Thelma","Hinton, Michael",Yun Fang,Seeking Licensees,6/4/2019,No,,6/5/2019,,,6/5/2019,8/16/2022,8/16/2022,,"Biological Sciences Division (BSD), Medicine, Pritzker School of Molecular Engineering (PME)",,,Targeted Nanotherapeutic Nucleotide Delivery For Preventing Arteriovenous Fistula Failure,Therapeutics,"Somewhere in URA files, found a document that included the below.  It could explain how Yun Fang was not on the grant but is an inventor.

Dr. Myung Oh, who is a postdoc under the mentorship of Dr. Yun Fang, is resubmitting an AHA
Postdoc Fellowship grant due this Thursday (7/12/18). AHA limits stipend to the NIH years of
experience and fringe to $1,000/year, so we need to cost share the difference between this amount
and true cost of salary/fringe benefits for Dr. Oh. I’ve attached a budget and cost sharing memo for
$28,671 over two years. I’m also attaching AHA guidelines. It looks like Dr. Fang’s development
account was identified as the source of this cost sharing previously. Please let me know if you have
any questions/concerns or if this has your approval.
__________________________________

11/15/2019.  See Documents.  In an email (uploaded), Yun Fang notes that the AHA funding was NOT used for this invention.  It was used for the earlier invention related to artherosclerosis (18-T-282).  He forgot to remove the funding on this invention disclosure, where he used the older one as a base.  Heather remembers seeing the 18-T-282 invention disclosure but it is no longer in the record (???).  Would like to have that in hand when go to AHA to explain that this invention 19-T-090 was not made with AHA.",0,"34380724, R01 DK100505, HL138223",0,,19-D-094,"Yun Fang, Yan-Ting Shiu, Matthew Tirrell","Peace, Shane",8/16/2022,Complete
19-T-094,Split esterase for PPI-dependent small molecule activation,"Tennant, Thelma",,Bryan Dickinson,Closed/Inactive,6/10/2019,No,,6/11/2019,,,6/11/2019,11/1/2020,11/1/2021,,"Chemistry, Comprehensive Cancer Center, Physical Sciences Division (PSD)",,, ,Therapeutics,,0,"RF1 MH114102, GM008720, GM119840",0,,19-D-098,"Bryan Dickinson, Krysten Jones","Hwang, Luke",,
19-T-095,Protease-activated cytokines,"Tennant, Thelma",,Jeffrey Hubbell,Exclusively Licensed,6/11/2019,No,,6/11/2019,,,6/11/2019,7/29/2021,8/12/2022,,"Biochemistry and Molecular Biology, Biological Sciences Division (BSD), Comprehensive Cancer Center, Lab Jeffrey Hubbell 2-80376, Pritzker School of Molecular Engineering (PME)",,,,Therapeutics,,0,,0,,19-D-099,"Jeffrey Hubbell, Jun Ishihara, Aslan Mansurov, Juan Mendoza","Peace, Shane",,
19-T-101,Engineering of Circulating Tumor Cells for Cancer Therapy,"Tennant, Thelma",,Xiaoyang Wu,Closed/Inactive,7/12/2019,No,,7/12/2019,,,7/12/2019,4/20/2021,6/28/2022,,"Ben May Institute for Cancer Research, Biological Sciences Division (BSD), Comprehensive Cancer Center",,,,Therapeutics,,0,OD023700,0,,19-D-106,Xiaoyang Wu,"Hwang, Luke",,
19-T-115,Treatment with combined anti-calcitonin gene related peptide agents and insulin growth factor-1 for treatment of migraine.,"Tennant, Thelma",,Richard Kraig,Exclusively Licensed,8/9/2019,No,,8/9/2019,5/13/2019,,8/9/2019,11/10/2021,8/1/2022,,"Biological Sciences Division (BSD), Neurology",,, ,Therapeutics,,0,"NS019108, R43-NS108824-01",0,Therapeutics - Neurology,19-D-119,"Richard Kraig, Aya Pusic, Kae Pusic, Lisa Won","Sun, Han",,
19-T-126,Tangible Property for Becton Dickinson Evaluation MTA RAN recombinant F ab binder samples,"Tennant, Thelma",,Anthony Kossiakoff,Non-Exclusively Licensed,8/30/2019,No,,8/30/2019,,,9/3/2019,1/22/2021,5/24/2022,,"Biochemistry and Molecular Biology, Biological Sciences Division (BSD), Comprehensive Cancer Center, LAB Kossiakoff, Anthony 6-93823",,, ,Therapeutics,,0,HG006437,0,,19-D-128,"Anthony Kossiakoff, Marcin Paduch, Sidhu Sachdev, James Wells","Dembo, Anna",,
19-T-127,RAN Technical Information licensed to Absolute Antibody (Batch 1) Sequence and QC data,"Tennant, Thelma",,Anthony Kossiakoff,Non-Exclusively Licensed,8/30/2019,No,,8/30/2019,,,9/3/2019,1/22/2021,5/24/2022,,"Biochemistry and Molecular Biology, Biological Sciences Division (BSD), Comprehensive Cancer Center, LAB Kossiakoff, Anthony 6-93823",,, ,Therapeutics,,0,HG006437,0,,19-D-129,"Anthony Kossiakoff, Marcin Paduch, Sidhu Sachdev, James Wells","Dembo, Anna",,
19-T-130,Antibody Therapy of MRSA Colonization and Infection using Amino Acid substitutions in Fc gamma.,"Tennant, Thelma",,Dominique Missiakas,Seeking Licensees,9/11/2019,No,,9/11/2019,,,9/11/2019,8/5/2022,8/5/2022,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Microbiology",,,,Therapeutics,,0,AI052474,0,,19-D-133,"Xinhai Chen, Dominique Missiakas, Olaf Schneewind","Peace, Shane",,
19-T-133,"JAG21 definitive cure for tg,causal prophylaxis and radical cure for malaria.","Tennant, Thelma",,Rima McLeod,Seeking Licensees,4/12/2019,No,,4/12/2019,,,9/13/2019,5/13/2022,8/15/2022,###############################################################################################################################################################################################################################################################,"Biological Sciences Division (BSD), Neurology, Opthalmology and Visual Science",,, ,Therapeutics,"Original tech analysis of this invention is uploaded (see documents, upload on 10/31/2019).  January 14, 2020 inactivation email uploaded on 1/26/2020.  

During several months of review discussing Rima's 2019 invention disclosures with her, it appeared the only novel thing about this disclosure was the formulation.  By her own admission, Rima had just thrown together 11 Disclosures (8 unique, only 5 were entered into our systems b/c some where so deficient -- e.g. even missing a title in addition to actual data) in a rush and solely for the purpose of keeping us appraised of what was happening in your lab, consistent with the note in 18-T-209 Assessment (see excerpt below). She appears to have changed her mind and wanted Polsky to patent.   I added the data and manuscript she provided to her Disclosure so the record would be clear that we were passing on all of it, so if she wishes to patent she will have good title.  (I made her aware that if she does not reasonably disclose something to us, we can't give it back to her).  Uploaded in three parts.19-T-133w-revised-manuscript.


Cut and past from 18-T-209 tech assessment.
We haven't been able to find a market for toxoplasmosis treatment, let alone prophylaxis. (Repeated) market feedback from companies is the major factor in play
Dr. McLeod is aware that we've tried and failed to find receptive partners willing to develop interventions in toxoplasmosis. She no longer expects us to take action on her developments, but does a general scientific update periodically. We try to help her with company interactions when we can (CDAs that don't generally lead to any licensing inquiries).


5 documents uploaded on 1/28/2020 correspond to the finalized version of the manuscript Rima submitted to Nature.",0,"AI027530, U01 AI077887",0,Therapeutics - Ophthalmology,19-D-136,"Colin Fishwick, Mark Hickman, Rima McLeod, Martin McPhillie, Craig Roberts, Yin Zhou, Ying Zhou","Dembo, Anna",,
