search URL:,https://patents.google.com/?assignee=University+of+Chicago&before=filing:20220517&after=filing:19700101
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
AU-2020344624-A1,Method and apparatus using machine learning for evolutionary data-driven design of proteins and other sequence defined biomolecules ,The University Of Chicago,"Andrew Ferguson, Rama Ranganathan",2019-09-13,2020-09-11,2022-03-31,,https://patents.google.com/patent/AU2020344624A1/en,
AU-2020358862-A1,Staphylococcus peptides and methods of use ,"Janssen Vaccines & Prevention B.V., The University Of Chicago","Xinhai Chen, Jeffrey A. FERNANDEZ, Hwan Keun Kim, Dominique Missiakas, Jan Theunis Poolman, Olaf Schneewind, Miaomiao SHI, Yan Sun",2019-10-02,2020-10-02,2022-04-14,,https://patents.google.com/patent/AU2020358862A1/en,
EP-3613056-A1,"Device, system, and method for determining a reading environment by synthesizing downstream needs ","Koninklijke Philips N.V., The University of Chicago","Merlijn Sevenster, Paul Joseph Chang",2017-04-21,2018-04-10,2020-02-26,,https://patents.google.com/patent/EP3613056A1/en,
US-2022041966-A1,Universal microfluidic culture system to analyze and control cell dynamics ,The University Of Chicago,"Ce Zhang, Savas Tay",2017-05-15,2018-05-15,2022-02-10,,https://patents.google.com/patent/US20220041966A1/en,https://patentimages.storage.googleapis.com/8a/d4/0a/13dd72397f18e7/US20220041966A1-20220210-D00000.png
US-5882536-A,Method and etchant to join ag-clad BSSCO superconducting tape ,The University Of Chicago,"Uthamalingam Balachandran, Anand N. Iyer, Jiann Yuan Huang",1995-10-12,1995-10-12,1999-03-16,1999-03-16,https://patents.google.com/patent/US5882536A/en,https://patentimages.storage.googleapis.com/b6/92/1f/0cf90c796c43b8/US5882536-drawings-page-2.png
US-2018066031-A1,Enzymatically-cleavable peptide amphiphiles ,The University Of Chicago,"Handan Acar, James LaBelle, Matthew Tirrell",2016-09-02,2017-09-01,2018-03-08,,https://patents.google.com/patent/US20180066031A1/en,https://patentimages.storage.googleapis.com/51/39/23/344a913955573e/US20180066031A1-20180308-D00000.png
US-11156553-B2,Systems and methods for optical resonance imaging ,The University Of Chicago,"Gregory S. Engel, Marco Alberto Allodi",2017-11-07,2018-11-06,2021-10-26,2021-10-26,https://patents.google.com/patent/US11156553B2/en,https://patentimages.storage.googleapis.com/5e/64/11/a8a675546e9c53/US11156553-20211026-D00000.png
US-9662325-B2,Use of opioid antagonists to attenuate endothelial cell proliferation and migration ,The University Of Chicago,"Jonathan Moss, Mark Lingen, Patrick A. Singleton, Joe G. N. Garcia, Chun-Su Yuan",2005-03-07,2014-05-30,2017-05-30,2017-05-30,https://patents.google.com/patent/US9662325B2/en,https://patentimages.storage.googleapis.com/19/ed/e2/08f6b5a680c0bd/US09662325-20170530-D00001.png
US-4483007-A,Energy transmission with respect to convex sources and receivers ,The University Of Chicago,Roland Winston,1979-08-24,1981-07-10,1984-11-13,1984-11-13,https://patents.google.com/patent/US4483007A/en,https://patentimages.storage.googleapis.com/fb/ce/da/e1c8bc98e40076/US4483007-drawings-page-2.png
US-2020118660-A1,Summarization of clinical documents with end points thereof ,"Koninklijke Philips N.V., The University Of Chicago","Merlijn Sevenster, Sandeep Madhukar Dalal, Amir Mohammad Tahmasebi Maraghoosh, Paul Joseph Chang",2017-04-21,2018-04-19,2020-04-16,,https://patents.google.com/patent/US20200118660A1/en,https://patentimages.storage.googleapis.com/b3/4b/3b/697337c726c44d/US20200118660A1-20200416-D00000.png
US-5401712-A,Method of manufacture of single phase ceramic superconductors ,University Of Chicago,"Jitrenda P. Singh, Roger B. Poeppel, Kenneth C. Goretta, Nan Chen",1992-09-18,1992-09-18,1995-03-28,1995-03-28,https://patents.google.com/patent/US5401712A/en,https://patentimages.storage.googleapis.com/d2/88/de/602c12a70cab78/US5401712-drawings-page-2.png
US-5525586-A,Method of producing improved microstructure and properties for ceramic superconductors ,The University Of Chicago,"Jitendra P. Singh, Rob A. Guttschow, Joseph T. Dusek, Roger B. Poeppel",1992-09-18,1994-09-15,1996-06-11,1996-06-11,https://patents.google.com/patent/US5525586A/en,https://patentimages.storage.googleapis.com/86/29/94/585d7a715d98f1/US5525586-drawings-page-2.png
US-2017362460-A1,"Resin composition for forming a phase-separated structure, and method of producing structure containing phase-separated structure ","Tokyo Ohka Kogyo Co., Ltd., The University Of Chicago","Akiya Kawaue, Takehiro Seshimo, Takaya Maehashi, Tasuku Matsumiya, Ken Miyagi, Hitoshi Yamano, Xuanxuan CHEN, Paul Franklin Nealey",2016-06-17,2016-06-17,2017-12-21,,https://patents.google.com/patent/US20170362460A1/en,https://patentimages.storage.googleapis.com/9b/95/e6/c1f081fd8776ea/US20170362460A1-20171221-D00000.png
EP-3972576-A1,Compositions and methods related to tethered kethoxal derivatives ,The University of Chicago,"Chuan He, Tong Wu, Pingluan WANG",2019-05-22,2020-05-22,2022-03-30,,https://patents.google.com/patent/EP3972576A1/en,
EP-3953367-A1,Versatile peptide and protein macrocyclization and multimerization with diels-alder cycloadditions ,The University of Chicago,"Raymond E. Moellering, Jeffrey E. MONTGOMERY",2019-04-09,2020-04-09,2022-02-16,,https://patents.google.com/patent/EP3953367A1/en,
EP-3917611-A1,Bionic breast ,The University of Chicago,"Stacy Tessler LINDAU, Sliman Bensmaia, Gillian FELDMETH, Katie LONG, Sihong WANG",2019-01-31,2020-01-31,2021-12-08,,https://patents.google.com/patent/EP3917611A1/en,
US-5330618-A,Process for separating dissolved solids from a liquid using an anti-solvent and multiple effect evaporators ,University Of Chicago,"Edward J. Daniels, Bassam J. Jody, Patrick V. Bonsignore",1992-12-10,1992-12-10,1994-07-19,1994-07-19,https://patents.google.com/patent/US5330618A/en,https://patentimages.storage.googleapis.com/c0/f9/d7/c1ac2968ae80c0/US5330618-drawings-page-2.png
CN-110291188-A,Organize organoid ,芝加哥大学,"X·吴, M·许, J·岳",2016-12-09,2017-12-08,2019-09-27,,https://patents.google.com/patent/CN110291188A/en,
US-2020178874-A1,Theseometer for measuring proprioception performance ,The University Of Chicago,"Peggy Mason, Yuri Y. Vieira Sugano, Austin Hilvert, Ashley Riley",2018-12-10,2019-12-09,2020-06-11,,https://patents.google.com/patent/US20200178874A1/en,https://patentimages.storage.googleapis.com/a0/8f/f4/f9eb81518ec8e3/US20200178874A1-20200611-D00000.png
US-2018073062-A1,Compositions and methods for identifying endogenous dna-dna interactions ,The University Of Chicago,"Geoffrey Greene, Ryan BOURGO",2016-09-15,2017-09-15,2018-03-15,,https://patents.google.com/patent/US20180073062A1/en,https://patentimages.storage.googleapis.com/ea/3e/a7/ed3fe0ab106236/US20180073062A1-20180315-D00000.png
DE-60116334-T2,DYNAMICALLY CONTROLLED CHARGING PUMP CURRENT TRANSFORMER WITH MULTIPLE OUTPUTS ,"The Board Of Trustees Of The University Of Illinois, Chicago","Danilo Dragan NEBRIGIC, Marcel Milan JEVTITCH, Vladimir Gartstein, Thomas William MILAM, Vig James SHERRILL, Nicholas Busko, Peter Hansen",2000-08-31,2001-08-27,2006-08-10,2006-08-10,https://patents.google.com/patent/DE60116334T2/en,
DE-69927934-T2,BATTERY WITH BUILT-IN REGULATOR ,"The Board Of Trustees Of The University Of Illinois, Chicago","Vladimir Gartstein, Danilo Dragan NEBRIGIC",1998-04-02,1999-04-01,2006-07-27,2006-07-27,https://patents.google.com/patent/DE69927934T2/en,
US-6205879-B1,Helical and spur gear drive with double crowned pinion tooth surfaces and conjugated gear tooth surfaces ,"Visteon Global Technologies, Inc., The Board Of Trustees Of The University Of Illinois","Faydor L. Litvin, Pin Hao Feng, Sergey A Lagutin, Dennis P Townsend, Thomas M Sep",1999-06-28,1999-06-28,2001-03-27,2001-03-27,https://patents.google.com/patent/US6205879B1/en,https://patentimages.storage.googleapis.com/5d/fa/d8/d61ddf2d80cefd/US6205879-drawings-page-2.png
DE-60028247-T2,BATTERY WITH HOUSING FOR ELECTRONIC CIRCUIT ,"The Board Of Trustees Of The University Of Illinois, Chicago","Vladimir Cincinnati GARTSTEIN, Danilo Dragan Indian Springs NEBRIGIC, Richard Eric Cincinnati BARTSCH, James Robert Loveland PETERSON, Chow-Chi West Chester HUANG, Lawrence Edward Cincinnati SCHMIDT",1999-06-21,2000-06-20,2006-10-26,2006-10-26,https://patents.google.com/patent/DE60028247T2/en,
US-6528948-B1,Plasma valve ,Brookhaven Science Associates Llc,"Ady Hershcovitch, Sushil Sharma, John Noonan, Elbio Rotela, Ali Khounsary",2000-10-11,2000-10-11,2003-03-04,2003-03-04,https://patents.google.com/patent/US6528948B1/en,https://patentimages.storage.googleapis.com/5f/bd/4a/75f6b3c92b0b03/US06528948-20030304-D00000.png
IL-155616-D0,Nod2 nucleic acids and proteins ,"Univ Michigan, Univ Chicago",,2000-10-30,2001-10-26,2003-12-23,,https://patents.google.com/patent/IL155616D0/en,
WO-2021178434-A1,Avalanche photodiodes with adaptive quenching of photocurrent ,"The University Of Chicago, The University Of Virgina Patent Foundation","Jiyuan ZHENG, Supratik Guha, Joe C. Campbell",2020-03-04,2021-03-02,2021-09-10,,https://patents.google.com/patent/WO2021178434A1/en,
US-11213825-B2,System and method for en masse patterning of molecule structures ,"Wisconsin Alumni Research Foundation, University Of Leiden, University Of Chicago","David Charles Schwartz, Kristy L. Kounovsky-Shafer, Juan Pablo Hernandez-Ortiz, Konstantinos Dimitrios Potamousis, Juan Jose de Pablo, Theo Odijk, Kyubong Jo",2017-05-16,2018-05-16,2022-01-04,2022-01-04,https://patents.google.com/patent/US11213825B2/en,https://patentimages.storage.googleapis.com/e5/6c/b1/6644eab2a4b719/US11213825-20220104-D00000.png
US-2003188475-A1,Dynamic fuel processor with controlled declining temperatures ,"Shabbir Ahmed, Lee Sheldon H., Calderone Steven G., Kao Richard L., Camara Elias H., Lottes Steven A., Michael Krumpelt, Harvey Todd L.","Shabbir Ahmed, Sheldon Lee, Steven Calderone, Richard Kao, Elias Camara, Steven Lottes, Michael Krumpelt, Todd Harvey",2002-03-29,2002-03-29,2003-10-09,,https://patents.google.com/patent/US20030188475A1/en,https://patentimages.storage.googleapis.com/8d/6f/1b/9484d29ce8fe5f/US20030188475A1-20031009-D00001.png
WO-2021067952-A1,Targeted nanomedicine for treating vascular disorders ,"The University Of Chicago, The University Of Utah","Yun FANG, Matthew V. Tirrell, Yan-Ting SHIU",2019-10-04,2020-10-05,2021-04-08,,https://patents.google.com/patent/WO2021067952A1/en,
US-5847185-A,C-15 phosphonate reagent compositions and methods of synthesizing the same ,Loyola University Of Chicage,James H. Babler,1997-11-21,1997-11-21,1998-12-08,1998-12-08,https://patents.google.com/patent/US5847185A/en,
US-5662878-A,Process for the production of hydrogen peroxide ,University Of Chicago,"Rathin Datta, Sarabjit S. Randhava, Shih-Perng Tsai",1996-04-25,1996-04-25,1997-09-02,1997-09-02,https://patents.google.com/patent/US5662878A/en,https://patentimages.storage.googleapis.com/64/80/7e/76ef4d0676eb2e/US5662878-drawings-page-2.png
US-6037121-A,DNA sequence encoding a tumor suppressor gene ,"University Technologies International Inc., University Of Illinois","Igor Garkavtsev, Karl Riabowol, Andrei Gudkov",1995-12-08,1995-12-08,2000-03-14,2000-03-14,https://patents.google.com/patent/US6037121A/en,https://patentimages.storage.googleapis.com/8a/c9/2f/af53dc6b09cac6/US6037121-drawings-page-6.png
WO-2022020852-A1,Methods and compositions for treating autoimmune and allergic disorders ,"The University Of Chicago, The Board Of Trustees Of The Leland Stanford Junior University","Cathryn R. NAGLER, Kari Nadeau, Riyue BAO, Lauren Anders HESSER",2020-07-22,2021-07-22,2022-01-27,,https://patents.google.com/patent/WO2022020852A1/en,
US-5323007-A,Method of recovering tomographic signal elements in a projection profile or image by solving linear equations ,Univ. Of Chicago Development Corp. Argonne National Laboratories,"Miles N. Wernick, Chin-Tu Chen",1992-02-07,1992-02-07,1994-06-21,1994-06-21,https://patents.google.com/patent/US5323007A/en,https://patentimages.storage.googleapis.com/9b/41/d4/e4c2c473f98e45/US5323007-drawings-page-3.png
AU-6120580-A,Method and materials for prevention of carious degradation ofteeth ,"University Of Chicago, The",,1979-06-07,1980-06-04,1980-12-22,,https://patents.google.com/patent/AU6120580A/en,
AU-2002250221-A1,Automated computerized scheme for distinction between benign and malignant solitary pulmonary nodules on chest images ,The University Of Chicago,"Masahito Aoyama, Kunio Doi",2001-03-28,2002-03-15,2002-10-15,,https://patents.google.com/patent/AU2002250221A1/en,
AU-2002309999-A1,Automated method and system for the delineation of the chest wall in computed tomography scans for the assessment of pleural disease ,The University Of Chicago,"Samuel G. Armato Iii, Heber Macmahon",2001-06-15,2002-05-21,2003-01-02,,https://patents.google.com/patent/AU2002309999A1/en,
CA-2418982-A1,Chelerythrine-based therapies for cancer ,"Arch Development Corporation, Ralph R. Weichselbaum, Donald W. Kufe, Steven J. Chmura, Mary E. Dolan, Dana-Farber Cancer Institute, Inc., The University Of Chicago","Ralph R. Weichselbaum, Donald W. Kufe, Steven J. Chmura, Mary E. Dolan",2000-08-11,2001-08-08,2002-02-21,,https://patents.google.com/patent/CA2418982A1/en,
AU-2002239681-A1,Chemically bonded phosphate ceramics of trivalent oxides of iron and manganese ,The University Of Chicago,"Seung-Young Jeong, Arun S. Wagh",2000-12-29,2001-12-28,2002-07-30,,https://patents.google.com/patent/AU2002239681A1/en,
AU-2002303553-A1,Liver X Receptor Agonists ,The University Of Chicago,"Qing Dai, Shutsung Liao, Ching Song",2001-05-03,2002-05-02,2002-11-18,,https://patents.google.com/patent/AU2002303553A1/en,
AU-2002320551-A1,Novel nonlinear optical polymers incorporating amines ,The University Of Chicago,Luping Yu,2001-07-13,2002-07-15,2003-01-29,,https://patents.google.com/patent/AU2002320551A1/en,
CA-2505423-A1,A method to produce succinic acid from raw hydrolysates ,"Ut-Battelle, Llc, Nhuan Phu Nghiem, Mark Donnelly, Cynthia Y. Sanville-Millard, The University Of Chicago","Nhuan Phu Nghiem, Mark Donnelly, Cynthia Y. Sanville-Millard",2002-11-07,2002-11-07,2004-05-27,,https://patents.google.com/patent/CA2505423A1/en,
AU-2002303199-A1,Gastrokines and derived peptides including inhibitors ,The University Of Chicago,"Kan Agarwal, Terence E. Martin, C. Thomas Powell, F. Gary Toback",2001-03-29,2002-03-29,2003-05-01,,https://patents.google.com/patent/AU2002303199A1/en,
AU-2002217885-A1,Genetically engineered herpes virus for the treatment of cardiovascular disease ,The University Of Chicago,"Bernard Roizman, Lewis B. Schwartz, Ralph R Weichselbaum",2000-11-28,2001-11-28,2002-08-15,,https://patents.google.com/patent/AU2002217885A1/en,
US-5866515-A,Superconductor composite ,Basf Corporation,"Stephen E. Dorris, Dominick A. Burlone, Carol W. Morgan",1995-07-19,1995-07-19,1999-02-02,1999-02-02,https://patents.google.com/patent/US5866515A/en,https://patentimages.storage.googleapis.com/bd/51/a7/6ee8df73dc3fd2/US5866515-drawings-page-5.png
CA-2192813-A1,Methods of inducing gene expression by ionizing radiation ,"Tsuneya Ohno, Ralph R. Weichselbaum, Donald W. Kufe, Dana-Farber Cancer Institute, Arch Development Corp., The University Of Chicago, Arch Development Corporation","Tsuneya Ohno, Ralph R. Weichselbaum, Donald W. Kufe",1994-05-11,1995-05-11,1995-11-23,,https://patents.google.com/patent/CA2192813A1/en,
AU-2002238093-A1,Steroidal derivatives ,The University Of Chicago,"Shutsung Liao, Ching Song",2001-02-08,2002-02-07,2002-08-19,,https://patents.google.com/patent/AU2002238093A1/en,
US-2003171279-A1,Methods and composition concerning herpesvirus Us3 and BAD-involved apoptosis ,"Joshua Munger, Bernard Roizman","Joshua Munger, Bernard Roizman",2001-07-31,2002-07-31,2003-09-11,,https://patents.google.com/patent/US20030171279A1/en,https://patentimages.storage.googleapis.com/31/e3/d2/18aa4d7b143e45/US20030171279A1-20030911-D00001.png
AU-2002356919-A1,Method of treating disorder related to high cholesterol concentration ,The University Of Chicago,"Shutsung Liao, Ching Song",2001-11-08,2002-11-08,2003-07-24,,https://patents.google.com/patent/AU2002356919A1/en,
US-2022133746-A1,Methods and compositions related to glucocorticoid receptor antagonists and breast cancer ,The University Of Chicago,"Deng Pan, Masha Kocherginsky, Suzanne D. Conzen",,2022-01-18,2022-05-05,,https://patents.google.com/patent/US20220133746A1/en,https://patentimages.storage.googleapis.com/cc/66/4b/7f666202870bd6/US20220133746A1-20220505-D00001.png
AU-2001229540-A1,"Method, system and computer readable medium for the two-dimensional and three-dimensional detection of lungs nodules in computed tomography scans ",The University Of Chicago,"Samuel G. Armato Iii, Maryellen L Giger, Heber Macmahon",2000-01-18,2001-01-18,2001-07-31,,https://patents.google.com/patent/AU2001229540A1/en,
AU-2002217885-B2,Genetically engineered herpes virus for the treatment of cardiovascular disease ,The University Of Chicago,"Bernard Roizman, Lewis B. Schwartz, Ralph R Weichselbaum",2000-11-28,2001-11-28,2007-05-03,2007-05-03,https://patents.google.com/patent/AU2002217885B2/en,
