Primary Key,Tech ID,Internal ID,Patent Number,Serial Number,Docket No.,Application Type,Title,File Date,Priority Date,Expire Date,Issue Date,Nationalized Date,Publication Date,Status,Lead Inventor,Country,Lawfirm,Attorney,Legal Reference Number,Ext. Attorney Matter Number,Country WIPO ID,Date Actually Filed,Examiner,Inventors,IP Manager,Licensing Manager,CPA Reason For Stopping,CPA Renewal Type Codes,CPA Start Pay Date,CPA Stop Pay Date,CPI Case Types,CPI Start Pay Date,CPI Stop Pay Date,PCT Bar Date,PCT Filing Date,Priority Application Number,US Bar Date
614730,06-T-081,1475-002,,"60/899,173",1475-002,Provisional,Surface Chemistry and Deposition techniques for Single Molecule Studies,2/2/2007,2/2/2007,2/2/2008,,,,Expired - Inactive,Milan Mrksich,*United States,,,,CIT-4415-P2,US,2/2/2007,,"Milan Mrksich, Stephen Quake, Jerrod Schwartz","Unassigned, Unassigned","Unassigned, Unassigned",,,,,,,,,,"60/899,173",
614731,06-T-081,1475-003,,"12/024,584",1475-003,US Utility,Surface Chemistry and Deposition techniques for Single Molecule Studies,2/1/2008,2/2/2007,2/1/2028,,,,Abandoned,Milan Mrksich,*United States,Cooley Godward Kronish LLP,,,CIT-4415,US,2/1/2008,,"Milan Mrksich, Stephen Quake, Jerrod Schwartz","Unassigned, Unassigned","Unassigned, Unassigned",,,,,,,,,,"60/899,173",
614732,06-T-081,1475-004,,PCT/US08/52796,1475-004,PCT,Surface Chemistry and Deposition techniques for Single Molecule Studies,2/1/2008,2/2/2007,8/2/2009,,,8/14/2008,Expired - Inactive,Milan Mrksich,*United States,Cooley Godward Kronish LLP,,,CIT-4415-PCT,US,2/1/2008,,"Milan Mrksich, Stephen Quake, Jerrod Schwartz","Unassigned, Unassigned","Unassigned, Unassigned",,,,,,,,2/2/2008,2/1/2008,"60/899,173",
614733,06-T-081,1475-005,,08728823.9EPO,1475-005,Nationalized PCT,Surface Chemistry and Deposition techniques for Single Molecule Studies,2/1/2008,2/2/2007,2/1/2028,,,,Abandoned,Milan Mrksich,European Patent Office (EPO),Cooley Godward Kronish LLP,,,CIT-4415-EP,EP,10/14/2009,,"Milan Mrksich, Stephen Quake, Jerrod Schwartz","Unassigned, Unassigned","Unassigned, Unassigned",,,,,,,,2/2/2008,2/1/2008,"60/899,173",
614728,06-T-081,1475-006,"9,944,982","14/092,728",1475-006,Continuation,Surface Chemistry and Deposition Techniques,2/1/2008,2/2/2007,6/17/2026,4/17/2018,,,Issued,Milan Mrksich,*United States,Weaver Austin Villeneuve & Sampson LLP,,,E099.01C1.US,US,11/27/2013,,"Milan Mrksich, Stephen Quake, Jerrod Schwartz","Unassigned, Unassigned","Unassigned, Unassigned",,,,,,,,,,"60/691,535",
610951,06-T-084,1478-001,,"60/828,830",1478-001,Provisional,Composition and Method for Treating Alcoholism,10/10/2006,10/10/2006,10/10/2007,,,,Expired - Inactive,Murray Propes,*United States,Michael Best & Friedrich LLP,"Fahrlander, Jill",092234-9104-001,092234-9104-US00,US,10/10/2006,,Murray Propes,"Unassigned, Unassigned","Unassigned, Unassigned",,,,,,,,,,"60/828,830",
611232,06-T-084,1478-002,,"60/910,017",1478-002,Provisional,Compostion and Method for Treating Alcoholism and Other Substance Addictions,4/4/2007,4/4/2007,4/4/2008,,,,Expired - Inactive,Murray Propes,*United States,Michael Best & Friedrich LLP,,092234-9104-002,092234-9104-US01,US,4/4/2007,,Murray Propes,"Unassigned, Unassigned","Unassigned, Unassigned",,,,,,,,,,"60/828,830",
610952,06-T-084,1478-003,,"11/851,634",1478-003,US Utility,Composition and Method for Treating Alcoholism,9/7/2007,10/10/2006,9/7/2027,,,1/1/2009,Abandoned,Murray Propes,*United States,Global Patent Group LLC,,,0001-201-US,US,9/7/2007,,Murray Propes,"Unassigned, Unassigned","Unassigned, Unassigned",,,,,,,,,,"60/828,830",
610953,06-T-084,1478-004,,PCT/US07/77849,1478-004,PCT,Composition and Method for Treating Alcoholism,9/7/2007,10/10/2006,4/7/2009,,,11/20/2008,Expired - Inactive,Murray Propes,*United States,Global Patent Group LLC,"Bennett, Dennis",,0001-401-PC,US,9/7/2007,,Murray Propes,"Unassigned, Unassigned","Unassigned, Unassigned",,,,,,,,10/10/2007,,"60/828,830",
610955,06-T-084,1478-005,,"61/033,583",1478-005,Provisional,Composition and Method for Treating Alcoholism and Other Substance Addictions,3/4/2008,3/4/2008,3/4/2009,,,,Expired - Inactive,Murray Propes,*United States,Global Patent Group LLC,"Bennett, Dennis",,0002-101-US,US,3/4/2008,,Murray Propes,"Unassigned, Unassigned","Unassigned, Unassigned",,,,,,,,,,"61/033,583",
610954,06-T-084,1478-006,,07814740.2EPO,1478-006,Nationalized PCT,Composition and Method for Treating Alcoholism,7/7/2007,10/10/2006,10/10/2027,,,7/1/2009,Abandoned,Murray Propes,European Patent Office (EPO),Global Patent Group LLC,,,0001-502-EP,EP,2/10/2009,,Murray Propes,"Unassigned, Unassigned","Unassigned, Unassigned",,,,,,,,10/10/2007,,"60/828,830",
610238,06-T-089,1483-001,,"60/838,070",1483-001,Provisional,A Tumor-specific Glycopeptide Epitope,8/16/2006,8/16/2006,8/16/2007,,,,Expired - Inactive,Hans Schreiber,*United States,Norton Rose Fulbright US LLP,"Highlander, Steve",,ARCD.P0447USP1,US,8/16/2006,,"Stephen Meredith, Mary Philip, Andrea Schietinger, Hans Schreiber","Dembo, Anna","Tennant, Thelma",,,,,,,,,,"60/838,070",
610758,06-T-103,1497-001,,"60/918,254",1497-001,Provisional,c-MET MUTATIONS AND USES THEREOF,3/15/2007,3/15/2007,3/15/2008,,,,Expired - Inactive,Ravi Salgia,*United States,Ballard Spahr LLP,"Marty, Scott",,21117.0006U1,US,3/15/2007,,Ravi Salgia,"Dembo, Anna","Tennant, Thelma",,,,,,,,,,"60/918,254",
610759,06-T-103,1497-002,,PCT/US08/57075,1497-002,PCT,c-MET MUTATIONS AND USES THEREOF,3/14/2008,3/15/2007,9/15/2009,,,1/15/2009,Expired - Inactive,Ravi Salgia,*United States,Ballard Spahr LLP,"Marty, Scott",,21117.0006P1,US,3/14/2008,,Ravi Salgia,"Dembo, Anna","Tennant, Thelma",,,,,,,,3/15/2008,,"60/918,254",
610760,06-T-103,1497-003, ,"12/530,172",1497-003,Nationalized PCT,c-MET MUTATIONS AND USES THEREOF,3/14/2008,3/15/2007,3/12/2028,,,3/11/2010,Abandoned,Ravi Salgia,*United States,Ballard Spahr LLP,, ,21117.0006U2,US,9/4/2009, ,Ravi Salgia,"Dembo, Anna","Tennant, Thelma",,,2/2/2011,,,,,3/15/2008,3/12/2008,"60/918,254",
614938,06-T-108,1502-001,,"60/888,566",1502-001,Provisional,Translational Data Mart,2/7/2007,2/7/2007,2/7/2008,,,,Expired - Inactive,Olufunmilayo Olopade,*United States,Ballard Spahr LLP,"Marty, Scott",,21117.0007U1,US,2/7/2007,,"Olufunmilayo Olopade, Xiaoming Wang","Sun, Han","Tennant, Thelma",,,,,,,,,,"60/888,566",
614939,06-T-108,1502-002,,PCT/US08/53279,1502-002,PCT,Translational Data Mart,2/7/2008,2/7/2007,8/7/2009,,,8/14/2008,Expired - Inactive,Olufunmilayo Olopade,*United States,Ballard Spahr LLP,"Marty, Scott",,21117.0007P1,US,2/7/2008,,"Olufunmilayo Olopade, Xiaoming Wang","Sun, Han","Tennant, Thelma",,,,,,,,2/7/2008,,"60/888,566",
614490,06-T-110,1503-001,,"77/352,262",1503-001,Trademark,ShearRx,12/14/2007,12/14/2007,12/14/2012,,,,Expired - Inactive,Jonathan Miller,*United States,"Mayer, Brown, Rowe & Maw LLP","Weinberger, Seth",,07150268,US,,,Jonathan Miller,"Bakalyar, Heather","Tennant, Thelma",,,,,,,,,,"77/352,262",
610940,06-T-111,1504-001,,"60/888,823",1504-001,Provisional,Combination Therapy for Treating Cancer,2/8/2007,2/8/2007,2/8/2008,,,,Expired - Inactive,Yang-Xin Fu,*United States,Barnes & Thornburg,"Martin, Alice",,21459-na,US,2/8/2007,,"Yang-Xin Fu, Ralph Weichselbaum","Bakalyar, Heather","Tennant, Thelma",,,,,,,,,,"60/888,823",
610941,06-T-111,1504-002,,PCT/US08/53448,1504-002,PCT,Combination Therapy for Treating Cancer,2/8/2008,2/8/2007,8/8/2009,,,,Expired - Inactive,Yang-Xin Fu,*United States,Barnes & Thornburg,"Martin, Alice",,21459-na,US,2/8/2008,,"Yang-Xin Fu, Ralph Weichselbaum","Bakalyar, Heather","Tennant, Thelma",,,,,,,,2/8/2008,,"60/888,823",
610942,06-T-111,1504-003, ,"12/028,399",1504-003,US Utility,Combination Therapy for Treating Cancer,2/8/2008,2/8/2007,2/8/2028,,,4/9/2009,Abandoned,Yang-Xin Fu,*United States,Barnes & Thornburg,"Martin, Alice", ,21459-112280,US,2/8/2008, ,"Yang-Xin Fu, Ralph Weichselbaum","Bakalyar, Heather","Tennant, Thelma",,,3/16/2011,,,,,,,"60/888,823",
614722,06-T-113,1506-001, ,"60/806,330",1506-001,Provisional,Sulfo galactosylceramide compositions and methods,6/30/2006,6/30/2006,6/30/2007,,,,Expired - Inactive,Albert Bendelac,*United States,Merchant & Gould,"Ward, Wendy", ,30457.0008PRO,US,6/30/2006, ,"Albert Bendelac, Paul Savage, Luc Teyton","Dembo, Anna","Tennant, Thelma",,,,,,,,,,"60/806,330",
610282,06-T-113,1506-002, ,PCT/US07/72451,1506-002,PCT,Adjuvants and Methods of Use,6/29/2007,6/30/2006,12/30/2008,,,,Expired - Inactive,Albert Bendelac,*United States,Merchant & Gould,"Ward, Wendy", ,30457.0008WOU1,US,6/29/2007, ,"Albert Bendelac, Paul Savage, Luc Teyton","Dembo, Anna","Tennant, Thelma",,,,,,,,6/30/2007,6/29/2007,"60/806,330",
610283,06-T-113,1506-003,"7,794,722","11/771,128",1506-003,US Utility,Adjuvants and Methods of Use,6/29/2007,6/30/2006,6/29/2027,9/14/2010,,,Issued,Albert Bendelac,*United States,Merchant & Gould,, ,30457.0008USU1,US,4/24/2008, ,"Albert Bendelac, Paul Savage, Luc Teyton","Dembo, Anna","Tennant, Thelma",,,,,,,,,,"60/806,330",
610284,06-T-113,1506-004, ,07799169.3EPO,1506-004,Nationalized PCT,Adjuvants and Methods of Use,6/29/2007,6/30/2006,6/29/2027,,,3/23/2016,Expired - Inactive,Albert Bendelac,European Patent Office (EPO),Merchant & Gould,, ,30457.0008EPWO,EP,2/17/2009, ,"Albert Bendelac, Paul Savage, Luc Teyton","Dembo, Anna","Tennant, Thelma",,,,,,,,6/30/2007,6/29/2007,"60/806,330",
610285,06-T-113,1506-005, ,"2,655,947",1506-005,Nationalized PCT,Adjuvants and Methods of Use,6/29/2007,6/30/2006,6/29/2027,,,,Pending,Albert Bendelac,Canada,Merchant & Gould,, ,30457.0008CAWO,CA,12/19/2008, ,"Albert Bendelac, Paul Savage, Luc Teyton","Dembo, Anna","Tennant, Thelma",,,,,,,,6/30/2007,6/29/2007,"60/806,330",
610286,06-T-113,1506-006,200726299,2007 269299,1506-006,Nationalized PCT,Adjuvants and Methods of Use,6/29/2007,6/30/2006,6/29/2027,5/2/2013,,,Issued,Albert Bendelac,Australia,Merchant & Gould,, ,30457.0008AUWO,AU,12/19/2008, ,"Albert Bendelac, Paul Savage, Luc Teyton","Dembo, Anna","Tennant, Thelma",,,,,,,,6/30/2007,6/29/2007,"60/806,330",
610287,06-T-113,1506-007, ,227/KOLNP/2009,1506-007,Nationalized PCT,Adjuvants and Methods of Use,6/29/2007,6/30/2006,6/29/2027,,,,Pending,Albert Bendelac,India,Merchant & Gould,, ,30457.0008INWO,IN,1/19/2009, ,"Albert Bendelac, Paul Savage, Luc Teyton","Dembo, Anna","Tennant, Thelma",,,,,,,,6/30/2007,6/29/2007,"60/806,330",
610288,06-T-113,1506-008,"5,564,672",2009-5185678,1506-008,Nationalized PCT,Adjuvants and Methods of Use,6/29/2007,6/30/2006,6/29/2027,6/27/2014,,12/3/2009,Issued,Albert Bendelac,Japan,Merchant & Gould,, ,30457.0008JPWO,JP,12/26/2008, ,"Albert Bendelac, Paul Savage, Luc Teyton","Dembo, Anna","Tennant, Thelma",,,,,,,,6/30/2007,6/29/2007,"60/806,330",
610289,06-T-113,1506-009, ,PI0713330-8,1506-009,Nationalized PCT,Adjuvants and Methods of Use,6/29/2007,6/30/2006,6/29/2027,,,,Pending,Albert Bendelac,Brazil,Merchant & Gould,, ,30457.0008BRWO,BR,12/30/2008, ,"Albert Bendelac, Paul Savage, Luc Teyton","Dembo, Anna","Tennant, Thelma",,,,,,,,6/30/2007,6/29/2007,"60/806,330",
610290,06-T-113,1506-010,2009/00203,2009/00203,1506-010,Nationalized PCT,Adjuvants and Methods of Use,6/29/2007,6/30/2006,6/29/2027,6/25/2013,,,Issued,Albert Bendelac,South Africa,Merchant & Gould,, ,30457.0008ZAWO,ZA,1/9/2009, ,"Albert Bendelac, Paul Savage, Luc Teyton","Dembo, Anna","Tennant, Thelma",,,,,,,,6/30/2007,6/29/2007,"60/806,330",
610291,06-T-113,1506-011,"8,932,594","12/850,428",1506-011,Divisional,Adjuvants and Methods of Use,6/29/2007,6/30/2006,6/30/2026,1/13/2015,,,Issued,Albert Bendelac,*United States,Merchant & Gould,, ,30457.0008USD1,US,8/4/2010, ,"Albert Bendelac, Paul Savage, Luc Teyton","Dembo, Anna","Tennant, Thelma",,,,,,,,,,"60/806,330",
613425,06-T-117,1510-001, ,"60/790,096",1510-001,Provisional,Modified alpha-galactosyl ceramide for staining and stimulating natural killer T cells,4/7/2006,4/7/2006,4/7/2007,,,,Expired - Inactive,Albert Bendelac,*United States,Merchant & Gould,"Ward, Wendy", ,30457.0014PRO,US,4/7/2006, ,"Albert Bendelac, Paul Savage, Luc Teyton","Dembo, Anna","Tennant, Thelma",,,,,,,,,,"60/790,096",
613457,06-T-117,1510-002, ,PCT/US07/66250,1510-002,PCT,Modified alpha-galactosyl ceramides for staining and stimulating natural killer T cells,4/9/2007,4/7/2006,10/4/2008,,,12/6/2007,Expired - Inactive,Albert Bendelac,*United States,Merchant & Gould,"Ward, Wendy", ,30457.0014WOU1,US,4/9/2007, ,"Albert Bendelac, Paul Savage, Luc Teyton","Dembo, Anna","Tennant, Thelma",,,,,,,,4/7/2007,,"60/790,096",
613458,06-T-117,1510-003,"8,227,581","12/296,169",1510-003,Nationalized PCT,Modified alpha-galactosyl ceramides for staining and stimulating natural killer T cells,4/9/2007,4/7/2006,4/9/2027,7/24/2012,,,Issued,Albert Bendelac,*United States,Merchant & Gould,, ,30457.0014USU1,US,11/5/2008, ,"Albert Bendelac, Paul Savage, Luc Teyton","Dembo, Anna","Tennant, Thelma",,,,,,,,4/7/2007,4/9/2007,"60/790,096",
613459,06-T-117,1510-004, ,PI07106688,1510-004,Nationalized PCT,Modified alpha-galactosyl ceramides for staining and stimulating natural killer T cells,4/9/2007,4/7/2006,4/9/2027,,,,Pending,Albert Bendelac,Brazil,Merchant & Gould,, ,30457.0014BRWO,BR,11/3/2008, ,"Albert Bendelac, Paul Savage, Luc Teyton","Dembo, Anna","Tennant, Thelma",,,,,,,,4/7/2007,4/9/2007,"60/790,096",
613461,06-T-117,1510-005,2009/00905,2009/00905,1510-005,Nationalized PCT,Modified-galactosyl ceramides for staining and stimulating natural killer T cells,4/9/2007,4/7/2006,4/9/2027,6/30/2010,,,Issued,Albert Bendelac,South Africa,Merchant & Gould,, ,30457.0014ZAWO,ZA,2/6/2009, ,"Albert Bendelac, Paul Savage, Luc Teyton","Dembo, Anna","Tennant, Thelma",,,,,,,,4/7/2007,4/9/2007,"60/790,096",
613462,06-T-117,1510-006,2056842,07760333.0EPO,1510-006,Nationalized PCT,Modified-galactosyl ceramides for staining and stimulating natural killer T cells,4/9/2007,4/7/2006,4/9/2027,10/17/2012,,,Expired - Inactive,Albert Bendelac,European Patent Office (EPO),Merchant & Gould,, ,30457.0014EPWO,EP,3/4/2009, ,"Albert Bendelac, Paul Savage, Luc Teyton","Dembo, Anna","Tennant, Thelma",,,,,,,,4/7/2007,4/9/2007,"60/790,096",
613463,06-T-117,1510-007,"2,661,789","2,661,789",1510-007,Nationalized PCT,Modified-galactosyl ceramides for staining and stimulating natural killer T cells,4/9/2007,4/7/2006,4/9/2027,6/3/2014,,,Issued,Albert Bendelac,Canada,Merchant & Gould,, ,30457.0014CAWO,CA,6/11/2009, ,"Albert Bendelac, Paul Savage, Luc Teyton","Dembo, Anna","Tennant, Thelma",,,,,,,,4/7/2007,4/9/2007,"60/790,096",
613464,06-T-117,1510-008, ,2007-234753,1510-008,Nationalized PCT,Modified-galactosyl ceramides for staining and stimulating natural killer T cells,4/9/2007,4/7/2006,4/9/2027,,,,Pending,Albert Bendelac,Australia,Merchant & Gould,, ,30457.0014AUWO,AU,7/31/2009, ,"Albert Bendelac, Paul Savage, Luc Teyton","Dembo, Anna","Tennant, Thelma",,,,,,,,4/7/2007,4/9/2007,"60/790,096",
613460,06-T-117,1510-009,"8,765,692","13/531,124",1510-009,Continuation,Modified alpha-galactosyl ceramides for staining and stimulating natural killer T cells,4/9/2007,4/7/2006,10/24/2033,7/1/2014,,,Issued,Albert Bendelac,*United States,Merchant & Gould,, ,30457.0014USC1,US,6/22/2012, ,"Albert Bendelac, Paul Savage, Luc Teyton","Dembo, Anna","Tennant, Thelma",,,,,,,,4/7/2007,4/9/2007,"60/790,096",
613426,06-T-117,1510-010,2056842,07760333.0AT,1510-010,Validated EPO,Modified alpha-galactosyl ceramide for staining and stimulating natural killer T cells,4/9/2007,4/7/2006,4/9/2027,10/17/2012,,,Issued,Albert Bendelac,Austria,Merchant & Gould,"Ward, Wendy", ,30457.0014EPWO,AT,10/17/2012, ,"Albert Bendelac, Paul Savage, Luc Teyton","Dembo, Anna","Tennant, Thelma",,,,,,,,4/7/2007,4/9/2007,"60/790,096",
613427,06-T-117,1510-011,2056842,07760333.0BE,1510-011,Validated EPO,Modified alpha-galactosyl ceramide for staining and stimulating natural killer T cells,4/9/2007,4/7/2006,4/9/2027,10/17/2012,,,Issued,Albert Bendelac,Belgium,Merchant & Gould,"Ward, Wendy", ,30457.0014EPWO,BE,10/17/2012, ,"Albert Bendelac, Paul Savage, Luc Teyton","Dembo, Anna","Tennant, Thelma",,,,,,,,4/7/2007,4/9/2007,"60/790,096",
613428,06-T-117,1510-012,2056842,07760333.0BG,1510-012,Validated EPO,Modified alpha-galactosyl ceramide for staining and stimulating natural killer T cells,4/9/2007,4/7/2006,4/9/2027,10/17/2012,,,Issued,Albert Bendelac,Bulgaria,Merchant & Gould,"Ward, Wendy", ,30457.0014EPWO,BG,10/17/2012, ,"Albert Bendelac, Paul Savage, Luc Teyton","Dembo, Anna","Tennant, Thelma",,,,,,,,4/7/2007,4/9/2007,"60/790,096",
613429,06-T-117,1510-013,2056842,07760333.0CY,1510-013,Validated EPO,Modified alpha-galactosyl ceramide for staining and stimulating natural killer T cells,4/9/2007,4/7/2006,4/9/2027,10/17/2012,,,Issued,Albert Bendelac,Cyprus,Merchant & Gould,"Ward, Wendy", ,30457.0014EPWO,CY,10/17/2012, ,"Albert Bendelac, Paul Savage, Luc Teyton","Dembo, Anna","Tennant, Thelma",,,,,,,,4/7/2007,4/9/2007,"60/790,096",
613430,06-T-117,1510-014,2056842,07760333.0CZ,1510-014,Validated EPO,Modified alpha-galactosyl ceramide for staining and stimulating natural killer T cells,4/9/2007,4/7/2006,4/9/2027,10/17/2012,,,Issued,Albert Bendelac,Czech Republic,Merchant & Gould,"Ward, Wendy", ,30457.0014EPWO,CZ,10/17/2012, ,"Albert Bendelac, Paul Savage, Luc Teyton","Dembo, Anna","Tennant, Thelma",,,,,,,,4/7/2007,4/9/2007,"60/790,096",
613431,06-T-117,1510-015,2056842,07760333.0DK,1510-015,Validated EPO,Modified alpha-galactosyl ceramide for staining and stimulating natural killer T cells,4/9/2007,4/7/2006,4/9/2027,10/17/2012,,,Issued,Albert Bendelac,Denmark,Merchant & Gould,"Ward, Wendy", ,30457.0014EPWO,DK,10/17/2012, ,"Albert Bendelac, Paul Savage, Luc Teyton","Dembo, Anna","Tennant, Thelma",,,,,,,,4/7/2007,4/9/2007,"60/790,096",
613432,06-T-117,1510-016,2056842,07760333.0EE,1510-016,Validated EPO,Modified alpha-galactosyl ceramide for staining and stimulating natural killer T cells,4/9/2007,4/7/2006,4/9/2027,10/17/2012,,,Issued,Albert Bendelac,Estonia,Merchant & Gould,"Ward, Wendy", ,30457.0014EPWO,EE,10/17/2012, ,"Albert Bendelac, Paul Savage, Luc Teyton","Dembo, Anna","Tennant, Thelma",,,,,,,,4/7/2007,4/9/2007,"60/790,096",
613433,06-T-117,1510-017,2056842,07760333.0FI,1510-017,Validated EPO,Modified alpha-galactosyl ceramide for staining and stimulating natural killer T cells,4/9/2007,4/7/2006,4/9/2027,10/17/2012,,,Issued,Albert Bendelac,Finland,Merchant & Gould,"Ward, Wendy", ,30457.0014EPWO,FI,10/17/2012, ,"Albert Bendelac, Paul Savage, Luc Teyton","Dembo, Anna","Tennant, Thelma",,,,,,,,4/7/2007,4/9/2007,"60/790,096",
613434,06-T-117,1510-018,2056842,07760333.0FR,1510-018,Validated EPO,Modified alpha-galactosyl ceramide for staining and stimulating natural killer T cells,4/9/2007,4/7/2006,4/9/2027,10/17/2012,,,Issued,Albert Bendelac,France,Merchant & Gould,"Ward, Wendy", ,30457.0014EPWO,FR,10/17/2012, ,"Albert Bendelac, Paul Savage, Luc Teyton","Dembo, Anna","Tennant, Thelma",,,,,,,,4/7/2007,4/9/2007,"60/790,096",
613435,06-T-117,1510-019,2056842,07760333.0DE,1510-019,Validated EPO,Modified alpha-galactosyl ceramide for staining and stimulating natural killer T cells,4/9/2007,4/7/2006,4/9/2027,10/17/2012,,,Issued,Albert Bendelac,Germany,Merchant & Gould,"Ward, Wendy", ,30457.0014EPWO,DE,10/17/2012, ,"Albert Bendelac, Paul Savage, Luc Teyton","Dembo, Anna","Tennant, Thelma",,,,,,,,4/7/2007,4/9/2007,"60/790,096",
613436,06-T-117,1510-020,2056842,07760333.0GR,1510-020,Validated EPO,Modified alpha-galactosyl ceramide for staining and stimulating natural killer T cells,4/9/2007,4/7/2006,4/9/2027,10/17/2012,,,Issued,Albert Bendelac,Greece,Merchant & Gould,"Ward, Wendy", ,30457.0014EPWO,GR,10/17/2012, ,"Albert Bendelac, Paul Savage, Luc Teyton","Dembo, Anna","Tennant, Thelma",,,,,,,,4/7/2007,4/9/2007,"60/790,096",
613437,06-T-117,1510-021,2056842,07760333.0GB,1510-021,Validated EPO,Modified alpha-galactosyl ceramide for staining and stimulating natural killer T cells,4/9/2007,4/7/2006,4/9/2027,10/17/2012,,,Issued,Albert Bendelac,United Kingdom,Merchant & Gould,"Ward, Wendy", ,30457.0014EPWO,GB,10/17/2012, ,"Albert Bendelac, Paul Savage, Luc Teyton","Dembo, Anna","Tennant, Thelma",,,,,,,,4/7/2007,4/9/2007,"60/790,096",
613438,06-T-117,1510-022,2056842,07760333.0HU,1510-022,Validated EPO,Modified alpha-galactosyl ceramide for staining and stimulating natural killer T cells,4/9/2007,4/7/2006,4/9/2027,10/17/2012,,,Issued,Albert Bendelac,Hungary,Merchant & Gould,"Ward, Wendy", ,30457.0014EPWO,HU,10/17/2012, ,"Albert Bendelac, Paul Savage, Luc Teyton","Dembo, Anna","Tennant, Thelma",,,,,,,,4/7/2007,4/9/2007,"60/790,096",
613439,06-T-117,1510-023,2056842,07760333.0IS,1510-023,Validated EPO,Modified alpha-galactosyl ceramide for staining and stimulating natural killer T cells,4/9/2007,4/7/2006,4/9/2027,10/17/2012,,,Issued,Albert Bendelac,Iceland,Merchant & Gould,"Ward, Wendy", ,30457.0014EPWO,IS,10/17/2012, ,"Albert Bendelac, Paul Savage, Luc Teyton","Dembo, Anna","Tennant, Thelma",,,,,,,,4/7/2007,4/9/2007,"60/790,096",
613440,06-T-117,1510-024,2056842,07760333.0IE,1510-024,Validated EPO,Modified alpha-galactosyl ceramide for staining and stimulating natural killer T cells,4/9/2007,4/7/2006,4/9/2027,10/17/2012,,,Issued,Albert Bendelac,Ireland,Merchant & Gould,"Ward, Wendy", ,30457.0014EPWO,IE,10/17/2012, ,"Albert Bendelac, Paul Savage, Luc Teyton","Dembo, Anna","Tennant, Thelma",,,,,,,,4/7/2007,4/9/2007,"60/790,096",
613441,06-T-117,1510-025,2056842,07760333.0IT,1510-025,Validated EPO,Modified alpha-galactosyl ceramide for staining and stimulating natural killer T cells,4/9/2007,4/7/2006,4/9/2027,10/17/2012,,,Issued,Albert Bendelac,Italy,Merchant & Gould,"Ward, Wendy", ,30457.0014EPWO,IT,10/17/2012, ,"Albert Bendelac, Paul Savage, Luc Teyton","Dembo, Anna","Tennant, Thelma",,,,,,,,4/7/2007,4/9/2007,"60/790,096",
613442,06-T-117,1510-026,2056842,07760333.0LV,1510-026,Validated EPO,Modified alpha-galactosyl ceramide for staining and stimulating natural killer T cells,4/9/2007,4/7/2006,4/9/2027,10/17/2012,,,Issued,Albert Bendelac,Latvia,Merchant & Gould,"Ward, Wendy", ,30457.0014EPWO,LV,10/17/2012, ,"Albert Bendelac, Paul Savage, Luc Teyton","Dembo, Anna","Tennant, Thelma",,,,,,,,4/7/2007,4/9/2007,"60/790,096",
